size,node
28.62857142857143,women
27.942857142857143,SDGs
22.8,infrastructure
22.34285714285714,SDGi
22.0,Lao PDR
21.771428571428572,SDG
20.628571428571426,Liberia
20.17142857142857,2
19.6,education
19.02857142857143,Government
18.57142857142857,economic
17.42857142857143,PAPD
17.2,sustainable
17.085714285714285,health
16.97142857142857,government
16.97142857142857,J U N E
16.62857142857143,Pro-Poor Agenda For Prosperity And Development
16.4,Agenda For Prosperity And Development
16.17142857142857,Vientiane
16.057142857142857,poverty
16.057142857142857,Lao
15.82857142857143,development
15.600000000000001,rural
15.600000000000001,Baseline
15.371428571428572,2018
15.257142857142856,COVID -19
15.028571428571428,Republic Of Liberia
14.914285714285715,regional
14.8,public
14.685714285714287,social
14.685714285714287,services
14.685714285714287,men
14.571428571428573,SDGr
14.571428571428573,technology
14.571428571428573,3
14.571428571428573,private sector
14.571428571428573,sanitation
14.457142857142857,1
14.342857142857143,poor
14.342857142857143,productivity
14.228571428571428,2017
14.228571428571428,trade
14.228571428571428,PDR
14.114285714285714,MONRE
14.114285714285714,tourism
14.114285714285714,0
14.114285714285714,TVET
14.114285714285714,sectors
14.0,rule of law
13.885714285714286,sustainable development
13.885714285714286,agriculture
13.771428571428572,girls
13.771428571428572,GDP
13.771428571428572,revenue
13.771428571428572,monitoring
13.657142857142858,policies
13.657142857142858,production
13.657142857142858,forestry
13.657142857142858,population
13.657142857142858,China
13.657142857142858,local
13.542857142857143,Kenya
13.428571428571429,economy
13.314285714285715,PLAN
13.314285714285715,policy
13.314285714285715,2 0 2 0
13.314285714285715,research
13.314285714285715,Frequency
13.2,HIV
13.2,district
13.2,economic growth
13.2,training
13.2,urban
13.2,Every 5
13.2,construction
13.085714285714285,Male
13.085714285714285,agricultural
13.085714285714285,5
13.085714285714285,2016
13.085714285714285,water
13.085714285714285,provinces
12.971428571428572,youth
12.971428571428572,investment
12.971428571428572,management
12.971428571428572,access
12.971428571428572,national
12.857142857142858,central
12.857142857142858,2019
12.857142857142858,implementation
12.857142857142858,rural areas
12.742857142857144,innovation
12.742857142857144,Laos
12.742857142857144,1.1
12.742857142857144,2030 Agenda
12.742857142857144,Targets and Indicators
12.62857142857143,science
12.62857142857143,financial
12.62857142857143,Pillar Two
12.62857142857143,ICT
12.62857142857143,gender
12.62857142857143,interventions
12.62857142857143,MOH
12.62857142857143,security
12.62857142857143,Indicators
12.514285714285714,justice
12.514285714285714,international
12.514285714285714,fiscal
12.514285714285714,rights
12.514285714285714,public sector
12.4,children
12.4,LSIS
12.4,ACTIVITIES
12.4,4
12.4,MOES
12.4,New project
12.4,law
12.285714285714286,provincial
12.285714285714286,road
12.285714285714286,Public
12.285714285714286,employment
12.285714285714286,quality
12.285714285714286,processing
12.285714285714286,primary
12.17142857142857,food security
12.17142857142857,budget
12.17142857142857,ASEAN
12.17142857142857,regulations
12.17142857142857,technical
12.17142857142857,teachers
12.17142857142857,National
12.17142857142857,equality
12.17142857142857,civil society
12.057142857142857,developing countries
12.057142857142857,MOLSW
12.057142857142857,manufacturing
12.057142857142857,village
12.057142857142857,Economy
12.057142857142857,social protection
